央视频道,#genre#
CCTV-4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$订阅源
CCTV-4,http://113.66.41.48:10000/rtp/239.77.0.78:5146$广东电信
CCTV-4,http://171.8.84.159:8800/rtp/239.16.20.4:10040$河南电信
CCTV-5,http://156.238.248.80:8880/play/5.m3u8$订阅源
CCTV-5,http://107.150.60.122/live/cctv5hd.m3u8$订阅源
CCTV-5,http://74.91.26.218:82/live/cctv5hd.m3u8$订阅源
CCTV-5,http://106.115.27.50:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://1.24.39.180:9003/hls/5/index.m3u8$订阅源
CCTV-5,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://115.171.216.84:4000/rtp/225.1.8.89:8000$北京市电信
CCTV-5,http://180.119.69.98:8800/rtp/239.49.8.75:8000$江苏电信
CCTV-5,http://125.43.247.81:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://114.95.80.29:9001/rtp/233.18.204.71:5140$上海市电信
CCTV-5+,http://107.150.60.122/live/cctv5p.m3u8$订阅源
CCTV-5+,http://156.238.248.80:8880/play/6.m3u8$订阅源
CCTV-5+,http://180.119.69.98:8800/rtp/239.49.8.18:9610$江苏电信
CCTV-5+,http://111.167.32.217:5002/rtp/225.1.1.121:5002$天津市联通
CCTV-5+,http://114.95.80.29:9001/rtp/233.18.204.67:5140$上海市电信
CCTV-5+,http://74.91.26.218:82/live/cctv5p.m3u8$订阅源
CCTV-5+,http://115.171.216.84:4000/rtp/225.1.8.20:8004$北京市电信
CCTV-5+,http://111.193.239.94:8888/rtp/239.3.1.130:8004$北京市联通
CCTV-5+,http://113.25.104.114:10000/rtp/239.1.1.12:8012$山西电信
CCTV-5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$订阅源
CCTV-6,http://107.150.60.122/live/cctv6hd.m3u8$订阅源
CCTV-6,http://74.91.26.218:82/live/cctv6hd.m3u8$订阅源
CCTV-6,http://156.238.248.80:8880/play/7.m3u8$订阅源
CCTV-6,http://1.24.39.180:9003/hls/6/index.m3u8$订阅源
CCTV-6,http://106.115.27.50:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://111.167.32.217:5002/rtp/225.1.1.195:5002$天津市联通
CCTV-6,http://114.95.80.29:9001/rtp/233.18.204.72:5140$上海市电信
CCTV-6,http://113.120.108.132:4000/rtp/239.21.2.47:5002$山东电信
CCTV-6,http://115.171.216.84:4000/rtp/225.1.8.84:8000$北京市电信
CCTV-6,http://171.8.84.159:8800/rtp/239.16.20.6:10060$河南电信
CCTV-7,http://74.91.26.218:82/live/cctv7hd.m3u8$订阅源
CCTV-7,http://107.150.60.122/live/cctv7hd.m3u8$订阅源
CCTV-7,http://156.238.248.80:8880/play/8.m3u8$订阅源
CCTV-7,http://106.115.27.50:9901/tsfile/live/faacts/1031_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://125.43.247.81:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://180.119.69.98:8800/rtp/239.49.0.126:8000$江苏电信
CCTV-7,http://114.95.80.29:9001/rtp/233.18.204.73:5140$上海市电信
CCTV-7,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8$订阅源
CCTV-7,http://113.66.41.48:10000/rtp/239.77.0.138:5146$广东电信
CCTV-7,http://113.120.108.132:4000/rtp/239.21.1.152:5002$山东电信
CCTV-8,http://107.150.60.122/live/cctv8k.m3u8$订阅源
CCTV-8,http://156.238.248.80:8880/play/9.m3u8$订阅源
CCTV-8,http://107.150.60.122/live/cctv8hd.m3u8$订阅源
CCTV-8,http://74.91.26.218:82/live/cctv8hd.m3u8$订阅源
CCTV-8,http://1.24.39.180:9003/hls/8/index.m3u8$订阅源
CCTV-8,http://111.167.32.217:5002/rtp/225.1.1.196:5002$天津市联通
CCTV-8,http://180.119.69.98:8800/rtp/239.49.8.77:8000$江苏电信
CCTV-8,http://113.120.108.132:4000/rtp/239.21.2.48:5002$山东电信
CCTV-8,http://106.115.27.50:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-8,http://111.193.239.94:8888/rtp/239.3.1.175:8001$北京市联通
CCTV-9,http://107.150.60.122/live/cctv9hd.m3u8$订阅源
CCTV-9,http://156.238.248.80:8880/play/10.m3u8$订阅源
CCTV-9,http://1.24.39.180:9003/hls/9/index.m3u8$订阅源
CCTV-9,http://106.115.27.50:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-9,http://111.167.32.217:5002/rtp/225.1.1.119:5002$天津市联通
CCTV-9,http://113.120.108.132:4000/rtp/239.21.1.153:5002$山东电信
CCTV-9,http://74.91.26.218:82/live/cctv9hd.m3u8$订阅源
CCTV-9,http://114.95.80.29:9001/rtp/233.18.204.75:5140$上海市电信
CCTV-9,http://180.119.69.98:8800/rtp/239.49.8.53:9814$江苏电信
CCTV-9,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-10,http://107.150.60.122/live/cctv10hd.m3u8$订阅源
CCTV-10,http://156.238.248.80:8880/play/11.m3u8$订阅源
CCTV-10,http://74.91.26.218:82/live/cctv10hd.m3u8$订阅源
CCTV-10,http://119.91.7.169:2026/ysws.php?id=CCTV10$订阅源
CCTV-10,http://106.115.27.50:9901/tsfile/live/faacts/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://125.43.247.81:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://113.120.108.132:4000/rtp/239.21.1.155:5002$山东电信
CCTV-10,http://171.8.84.159:8800/rtp/239.16.20.10:10100$河南电信
CCTV-10,http://113.66.41.48:10000/rtp/239.77.0.134:5146$广东电信
CCTV-10,http://111.193.239.94:8888/rtp/239.3.1.63:8116$北京市联通
CCTV-11,http://107.150.60.122/live/cctv11hd.m3u8$订阅源
CCTV-11,http://74.91.26.218:82/live/cctv11hd.m3u8$订阅源
CCTV-11,http://156.238.248.80:8880/play/12.m3u8$订阅源
CCTV-11,http://1.24.39.180:9003/hls/11/index.m3u8$订阅源
CCTV-11,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://106.115.27.50:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://113.120.108.132:4000/rtp/239.21.2.2:5002$山东电信
CCTV-11,http://180.119.69.98:8800/rtp/239.49.0.127:8000$江苏电信
CCTV-11,http://115.171.216.84:4000/rtp/225.1.8.73:8120$北京市电信
CCTV-11,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8$订阅源
CCTV-12,http://107.150.60.122/live/cctv12hd.m3u8$订阅源
CCTV-12,http://156.238.248.80:8880/play/13.m3u8$订阅源
CCTV-12,http://23.237.228.134/live3/CCTV12.m3u8$订阅源
CCTV-12,http://125.43.247.81:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://106.115.27.50:9901/tsfile/live/faacts/1036_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://111.167.32.217:5002/rtp/225.1.1.142:5002$天津市联通
CCTV-12,http://113.120.108.132:4000/rtp/239.21.1.156:5002$山东电信
CCTV-12,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://74.91.26.218:82/live/cctv12hd.m3u8$订阅源
CCTV-12,http://111.193.239.94:8888/rtp/239.3.1.64:8124$北京市联通
CCTV-13,http://74.91.26.218:82/live/cctv13hd.m3u8$订阅源
CCTV-13,http://107.150.60.122/live/cctv13hd.m3u8$订阅源
CCTV-13,http://156.238.248.80:8880/play/14.m3u8$订阅源
CCTV-13,http://106.115.27.50:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-13,http://125.43.247.81:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-13,http://115.171.216.84:4000/rtp/225.1.8.168:8130$北京市电信
CCTV-13,http://113.120.108.132:4000/rtp/239.21.2.3:5002$山东电信
CCTV-13,http://180.119.69.98:8800/rtp/239.49.8.109:8000$江苏电信
CCTV-13,http://111.193.239.94:8888/rtp/239.3.1.124:8128$北京市联通
CCTV-13,http://113.25.104.114:10000/rtp/239.1.1.20:8020$山西电信
CCTV-14,http://107.150.60.122/live/cctv14hd.m3u8$订阅源
CCTV-14,http://156.238.248.80:8880/play/15.m3u8$订阅源
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8$订阅源
CCTV-14,http://125.43.247.81:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-14,http://106.115.27.50:9901/tsfile/live/faacts/1038_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-14,http://183.220.107.138:4022/rtp/239.11.0.114:5140$订阅源
CCTV-14,http://111.167.32.217:5002/rtp/225.1.1.144:5002$天津市联通
CCTV-14,http://114.95.80.29:9001/rtp/233.18.204.80:5140$上海市电信
CCTV-14,http://111.193.239.94:8888/rtp/239.3.1.65:8132$北京市联通
CCTV-14,http://1.24.39.180:9003/hls/14/index.m3u8$订阅源
CCTV-15,http://107.150.60.122/live/cctv15hd.m3u8$订阅源
CCTV-15,http://74.91.26.218:82/live/cctv15hd.m3u8$订阅源
CCTV-15,http://69.30.246.194/live/cctv15.m3u8$订阅源
CCTV-15,http://156.238.248.80:8880/play/16.m3u8$订阅源
CCTV-15,http://106.115.27.50:9901/tsfile/live/faacts/1039_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://111.167.32.217:5002/rtp/225.1.2.194:5002$天津市联通
CCTV-15,http://111.193.239.94:8888/rtp/239.3.1.153:8136$北京市联通
CCTV-15,http://113.66.41.48:10000/rtp/239.77.1.239:5146$广东电信
CCTV-15,http://113.120.108.132:4000/rtp/239.21.2.4:5002$山东电信
CCTV-15,http://180.119.69.98:8800/rtp/239.49.0.128:8000$江苏电信
CCTV-16,http://107.150.60.122/live/cctv16hd.m3u8$订阅源
CCTV-16,http://74.91.26.218:82/live/cctv16hd.m3u8$订阅源
CCTV-16,http://114.95.80.29:9001/rtp/233.18.204.114:5140$上海市电信
CCTV-16,http://114.95.80.29:9001/rtp/233.18.204.82:5140$上海市电信
CCTV-16,http://111.167.32.217:5002/rtp/225.1.2.237:5002$天津市联通
CCTV-16,http://69.30.246.194/live/cctv16.m3u8$订阅源
CCTV-16,http://180.119.69.98:8800/rtp/239.49.8.31:8000$江苏电信
CCTV-16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8$订阅源
CCTV-16,http://114.95.80.29:9001/rtp/233.18.204.215:5140$上海市电信
CCTV-16,http://1.24.39.180:9003/hls/60/index.m3u8$订阅源
CCTV-17,http://156.238.248.80:8880/play/17.m3u8$订阅源
CCTV-17,http://107.150.60.122/live/cctv17hd.m3u8$订阅源
CCTV-17,http://74.91.26.218:82/live/cctv17hd.m3u8$订阅源
CCTV-17,http://106.115.27.50:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-17,http://180.119.69.98:8800/rtp/239.49.8.52:9810$江苏电信
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-17,http://111.167.32.217:5002/rtp/225.1.2.52:5002$天津市联通
CCTV-17,http://113.120.108.132:4000/rtp/239.21.1.186:5002$山东电信
CCTV-17,http://113.66.41.48:10000/rtp/239.77.0.198:5146$广东电信
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85$订阅源
CCTV-4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932$订阅源
CCTV-4K,http://180.119.69.98:8800/rtp/239.49.0.82:8000$江苏电信
CCTV-4K,http://111.193.239.94:8888/rtp/239.3.1.245:2000$北京市联通
CCTV-4K,http://113.66.41.48:10000/rtp/239.77.0.194:5146$广东电信
CCTV-4K,http://113.66.41.48:10000/rtp/239.77.1.180:5146$广东电信
CCTV-4K,http://111.193.239.94:8888/rtp/239.3.1.244:2000$北京市联通
CCTV-4K,http://114.95.80.29:9001/rtp/233.18.204.188:5140$上海市电信
CCTV-4K,http://114.95.80.29:9001/rtp/233.18.204.204:5140$上海市电信

央视付费频道,#genre#
风云音乐,http://113.66.41.48:10000/rtp/239.253.43.29:5146$广东电信
风云音乐,http://114.95.80.29:9001/rtp/233.18.204.185:5140$上海市电信
风云音乐,http://hmfs.f3322.net:3388/hls/29/index.m3u8$订阅源
风云音乐,http://111.167.32.217:5002/rtp/225.1.2.176:5002$天津市联通
风云音乐,http://113.25.104.114:10000/rtp/239.1.1.96:8096$山西电信
风云音乐,https://hls-gateway.vpstv.net/streams/708858.m3u8$订阅源
风云音乐,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNYY-CQ$订阅源
风云音乐,http://www.qfly9236.cn:8888/rtp/239.253.92.111:8060$订阅源
CHC家庭影院,http://156.238.248.80:8880/play/59.m3u8$订阅源
CHC家庭影院,http://111.167.32.217:5002/rtp/225.1.1.213:5002$天津市联通
CHC家庭影院,http://61.184.46.85:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CHC家庭影院,http://114.95.80.29:9001/rtp/233.18.204.173:5140$上海市电信
CHC家庭影院,http://113.120.108.132:4000/rtp/239.21.2.126:5002$山东电信
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8$订阅源
CHC家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan.m3u8$订阅源
CHC家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan-1.m3u8$订阅源
CHC影迷电影,http://156.238.248.80:8880/play/57.m3u8$订阅源
CHC影迷电影,http://113.120.108.132:4000/rtp/239.21.2.127:5002$山东电信
CHC影迷电影,http://111.167.32.217:5002/rtp/225.1.1.214:5002$天津市联通
CHC影迷电影,http://114.95.80.29:9001/rtp/233.18.204.175:5140$上海市电信
CHC动作电影,http://156.238.248.80:8880/play/58.m3u8$订阅源
CHC动作电影,http://113.120.108.132:4000/rtp/239.21.2.128:5002$山东电信
CHC动作电影,http://111.167.32.217:5002/rtp/225.1.1.215:5002$天津市联通
CHC动作电影,http://114.95.80.29:9001/rtp/233.18.204.174:5140$上海市电信
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy$订阅源
CHC动作电影,http://[2409:8087:1a01:df::4021]:80/TVOD/88888888/224/3221225555/main.m3u8$订阅源
CHC动作电影,https://t.freetv.fun/live/chcdong-zuo-dian-ying-2.php$订阅源
CHC动作电影,https://stream.freetv.fun/2f2e29b8759a2458730dc1f3686024472691952a50e787fe075944d0cb17f36e.ctv$订阅源
CHC动作电影,https://t.freetv.fun/live/chcdong-zuo-dian-ying.m3u8$订阅源
欢笑剧场,http://114.95.80.29:9001/rtp/233.18.204.205:5140$上海市电信
欢笑剧场,http://114.95.80.29:9001/rtp/233.18.204.50:5140$上海市电信
欢笑剧场,http://114.95.80.29:9001/rtp/233.18.204.115:5140$上海市电信
欢笑剧场,http://111.167.32.217:5002/rtp/225.1.1.139:5002$天津市联通
欢笑剧场,http://171.8.84.159:8800/rtp/239.16.20.39:10390$河南电信
欢笑剧场,http://z.b.bkpcp.top/m.php?id=hxjc$订阅源
欢笑剧场,http://gat.bkpcp.top/ymg.php?id=hxjc$订阅源
欢笑剧场,http://goo.bkpcp.top/mg/hxjc$订阅源
欢笑剧场,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226704/index.m3u8$订阅源
欢笑剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000002000009455/1.m3u8$订阅源
都市剧场,http://113.120.108.132:4000/rtp/239.21.2.90:5002$山东电信
都市剧场,http://111.167.32.217:5002/rtp/225.1.1.146:5002$天津市联通
都市剧场,http://113.25.104.114:10000/rtp/239.1.1.81:8081$山西电信
都市剧场,http://114.95.80.29:9001/rtp/233.18.204.48:5140$上海市电信
都市剧场,http://171.8.84.159:8800/rtp/239.16.20.38:10380$河南电信
都市剧场,http://180.119.69.98:8800/rtp/239.49.1.170:6000$江苏电信
都市剧场,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226694/index.m3u8$订阅源
都市剧场,https://hls-gateway.vpstv.net/streams/708845.m3u8$订阅源
都市剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031111/1.m3u8$订阅源
都市剧场,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000011000031111/index.m3u8?channel-id=bestzb&Contentid=5000000011000031111&Ace$订阅源
第一剧场,http://iptv.4666888.xyz/iptv2A.php?id=61$订阅源
第一剧场,http://111.167.32.217:5002/rtp/225.1.2.175:5002$天津市联通
第一剧场,http://113.66.41.48:10000/rtp/239.253.43.15:5146$广东电信
第一剧场,http://113.25.104.114:10000/rtp/239.1.1.94:8094$山西电信
第一剧场,http://106.115.27.50:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
第一剧场,http://114.95.80.29:9001/rtp/233.18.204.184:5140$上海市电信
第一剧场,https://hls-gateway.vpstv.net/streams/708862.m3u8$订阅源
第一剧场,http://tl.061833.xyz/tl/null-6$订阅源
第一剧场,https://100.061833.xyz/stream/mytv/null-6/stream.m3u8?uid=2190244325&u=hahayy&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc$订阅源
第一剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_DIYIJC-CQ$订阅源
怀旧剧场,http://111.167.32.217:5002/rtp/225.1.2.173:5002$天津市联通
怀旧剧场,http://114.95.80.29:9001/rtp/233.18.204.182:5140$上海市电信
怀旧剧场,http://113.25.104.114:10000/rtp/239.1.1.95:8095$山西电信
怀旧剧场,http://113.66.41.48:10000/rtp/239.253.43.5:5146$广东电信
怀旧剧场,https://hls-gateway.vpstv.net/streams/708853.m3u8$订阅源
怀旧剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_HUAIJIUJC-CQ$订阅源
怀旧剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.98:6120$订阅源
风云剧场,http://111.167.32.217:5002/rtp/225.1.2.174:5002$天津市联通
风云剧场,http://113.66.41.48:10000/rtp/239.253.43.26:5146$广东电信
风云剧场,http://113.25.104.114:10000/rtp/239.1.1.93:8093$山西电信
风云剧场,http://114.95.80.29:9001/rtp/233.18.204.183:5140$上海市电信
风云剧场,https://hls-gateway.vpstv.net/streams/708861.m3u8$订阅源
风云剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNJC-CQ$订阅源
风云剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.22:6073$订阅源
重温经典,http://rihou.cc:555/tv/[Pd]重温经典$收集6
重温经典,http://69.30.246.194/live/cwjd.m3u8$收集7
重温经典,http://112.27.235.94:8000/hls/50/index.m3u8$收集2
重温经典,http://111.221.137.234:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid$收集10
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd$收集3
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd$收集4
重温经典,http://goo.bkpcp.top/mg/lgs$订阅源
重温经典,http://z.b.bkpcp.top/m.php?id=lgs$订阅源
重温经典,https://other.ottiptv.cc/cwjd.m3u8$订阅源
风云足球,http://111.167.32.217:5002/rtp/225.1.2.168:5002$天津市联通
风云足球,http://113.66.41.48:10000/rtp/239.253.43.14:5146$广东电信
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8$订阅源
风云足球,http://113.25.104.114:10000/rtp/239.1.1.101:8101$山西电信
风云足球,http://115.150.63.77:9902/tsfile/live/1028_1.m3u8$订阅源
风云足球,http://114.95.80.29:9001/rtp/233.18.204.176:5140$上海市电信
风云足球,http://8.218.84.3:8885/live/NlAhgdR475_p9pHeKE1G1rILoVl18Qqe36jUsiWqY5S26LQzNA-82o0LSiNo13OGfqrKp1pb9Avavqe9Gh3Dcb62y6honWAM-APBya29-k2C5G7obASCmOc9MAWffM2sf1Fxfe3QUmPiBgHfmjUYgbpkEenn9J69jsSBy7UT68wf6BbtyAwTJn7flu4fJmY_TRndiK7YE1ARFCg2PC0-ArGv4gRidE0FYBXDiKtgb0foN026JN5RIuXCxPl80uxDaVCFKqSvOgpShdJKLYP9FQ.m3u8?u=1757123819$订阅源
风云足球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8$订阅源
风云足球,https://hls-gateway.vpstv.net/streams/708859.m3u8$订阅源
风云足球,http://www.qfly9236.cn:8888/rtp/239.253.92.110:8061$订阅源
央视台球,http://111.167.32.217:5002/rtp/225.1.2.170:5002$天津市联通
央视台球,http://114.95.80.29:9001/rtp/233.18.204.177:5140$上海市电信
央视台球,http://113.25.104.114:10000/rtp/239.1.1.100:8100$山西电信
央视台球,http://113.66.41.48:10000/rtp/239.253.43.11:5146$广东电信
央视台球,https://hls-gateway.vpstv.net/streams/708855.m3u8$订阅源
央视台球,http://www.qfly9236.cn:8888/rtp/239.253.93.231:6409$订阅源
高尔夫网球,http://111.167.32.217:5002/rtp/225.1.2.169:5002$天津市联通
高尔夫网球,http://113.66.41.48:10000/rtp/239.253.43.22:5146$广东电信
高尔夫网球,http://114.95.80.29:9001/rtp/233.18.204.181:5140$上海市电信
高尔夫网球,http://113.25.104.114:10000/rtp/239.1.1.102:8102$山西电信
高尔夫网球,https://hls-gateway.vpstv.net/streams/708857.m3u8$订阅源
高尔夫网球,http://iptv.666230.xyz/iptv/jsyd.php/G_CCTV-GOLF-CQ$订阅源
高尔夫网球,http://www.qfly9236.cn:8888/rtp/239.253.92.117:8062$订阅源
世界地理,http://111.167.32.217:5002/rtp/225.1.2.171:5002$天津市联通
世界地理,http://113.25.104.114:10000/rtp/239.1.1.99:8099$山西电信
世界地理,http://113.66.41.48:10000/rtp/239.253.43.7:5146$广东电信
世界地理,http://111.61.236.247:9081/hls/62/index.m3u8$订阅源
世界地理,http://114.95.80.29:9001/rtp/233.18.204.179:5140$上海市电信
世界地理,http://www.qfly9236.cn:8888/rtp/239.253.92.113:8066$订阅源
兵器科技,http://111.167.32.217:5002/rtp/225.1.2.166:5002$天津市联通
兵器科技,http://113.66.41.48:10000/rtp/239.253.43.18:5146$广东电信
兵器科技,http://114.95.80.29:9001/rtp/233.18.204.178:5140$上海市电信
兵器科技,http://113.25.104.114:10000/rtp/239.1.1.97:8097$山西电信
兵器科技,https://hls-gateway.vpstv.net/streams/708856.m3u8$订阅源
兵器科技,http://iptv.666230.xyz/iptv/jsyd.php/G_BINGQIKJ-CQ$订阅源
发现之旅,http://113.25.104.114:10000/rtp/239.1.1.103:8103$山西电信
发现之旅,http://113.66.41.48:10000/rtp/239.77.1.112:5146$广东电信
发现之旅,https://mgtv.ottiptv.cc/mg/624878970.m3u8?userid=5559462299&sign=1289c536566e3d18d9c341b45b0f8b62fef45650acc12cf9be0d8374dad9f6a527f59055ad27e5fae1670c2276eeb13fd78d1df4e759a3649f1d3bc9b0c13490a8d73d3cfc50a9da6e9177da3495da66a5&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8$订阅源
发现之旅,http://goo.bkpcp.top/mg/fxzl$订阅源
发现之旅,http://z.b.bkpcp.top/m.php?id=fxzl$订阅源
环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8$订阅源
环球奇观,http://111.167.32.217:5002/rtp/225.1.1.197:5002$天津市联通
环球奇观,http://113.25.104.114:10000/rtp/239.1.1.98:8098$山西电信
环球奇观,http://113.66.41.48:10000/rtp/239.77.1.198:5146$广东电信
纪实人文,http://111.167.32.217:5002/rtp/225.1.2.25:5002$天津市联通
纪实人文,http://115.171.216.84:4000/rtp/225.1.8.53:8060$北京市电信
